model_pair,draft_model,benchmark,run,item_id,correct,construct,analysis_source
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_23,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_24,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_25,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_26,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_27,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_28,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_29,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_30,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_31,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_32,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_33,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_34,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_35,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_36,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_37,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_38,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_39,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_40,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_41,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_42,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_43,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_44,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_45,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_46,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_47,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_48,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_49,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_50,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_51,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_52,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_53,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_54,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_55,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_56,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_57,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_58,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_59,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_60,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_61,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_62,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_63,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_64,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_65,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_66,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_67,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_68,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_69,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_70,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_71,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_72,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_73,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_74,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_75,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_76,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_77,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_78,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_79,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_80,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_81,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_82,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_83,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_84,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_85,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_86,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_87,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_88,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_89,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_90,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_91,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_92,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_93,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_94,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_95,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_96,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_97,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_98,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_99,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_100,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_101,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_102,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_103,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_104,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_105,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_106,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_107,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_108,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_109,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_110,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_111,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_112,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_113,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_114,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_115,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_116,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_117,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_118,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_119,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_120,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_121,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_122,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_123,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_124,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_125,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_126,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_127,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_128,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_129,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_130,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_131,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_132,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_133,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_134,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_135,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_136,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_137,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_138,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_139,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_140,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_141,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_142,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_143,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_144,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_145,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_146,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_147,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_148,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_149,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_150,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_151,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_152,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_153,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_154,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_155,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_156,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_157,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_158,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_159,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_160,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_161,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_162,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_163,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_164,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_165,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_166,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_167,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_168,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_169,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_170,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_171,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_172,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_173,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_174,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_175,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_176,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_177,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_178,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_179,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_180,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_181,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_182,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_183,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_184,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_185,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_186,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_187,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_188,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_189,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_190,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_191,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_192,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_193,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_194,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_195,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_196,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_197,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_198,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_199,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_200,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_201,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_202,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_203,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_204,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_205,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_206,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_207,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_208,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_209,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_210,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_211,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_212,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_213,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_214,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_215,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_216,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_217,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_218,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_219,0,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_220,1,knowledge_reasoning,observed_full
Llama-3.2-1B→Llama-3.1-8B,meta-llama/Llama-3.2-1B,mmlu,0,mmlu_221,1,knowledge_reasoning,observed_full
