model_pair,benchmark,condition,cond_type,item_id,source_item_id,baseline_correct,condition_correct,score_flip,token_changed,token_change_no_score_flip,accept_rate,temperature,construct
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_107,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_108,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_109,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_110,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_111,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_112,gsm8k_18,1,1,0,1,1,0.484375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_113,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_114,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_115,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_116,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_117,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_118,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_119,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_120,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_121,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_122,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_123,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_124,gsm8k_14,0,0,0,1,1,0.04296875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_125,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_126,gsm8k_14,0,0,0,1,1,0.04296875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_127,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_128,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_129,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_130,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_131,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_132,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_133,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_134,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_135,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_136,gsm8k_18,1,1,0,1,1,0.484375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_137,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_138,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_139,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_140,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_141,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_142,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_143,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_144,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_145,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_146,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_147,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_148,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_149,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_150,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_151,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_152,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_153,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_154,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_155,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_156,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_157,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_158,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_159,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_160,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_161,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_162,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_163,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_164,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_165,gsm8k_6,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_166,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_167,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_168,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_169,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_170,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_171,gsm8k_6,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_172,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_173,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_174,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_175,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_176,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_177,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_178,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_179,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_180,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_181,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_182,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_183,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_184,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_185,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_186,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_187,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_188,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_189,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_190,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_191,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_192,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_193,gsm8k_14,0,0,0,1,1,0.04296875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_194,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_195,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_196,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_197,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_198,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,gsm8k_proj_199,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_0,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_1,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_2,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_3,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_4,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_5,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_6,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_7,gsm8k_6,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_8,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_9,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_10,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_11,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_12,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_13,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_14,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_15,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_16,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_17,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_18,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_19,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_20,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_21,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_22,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_23,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_24,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_25,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_26,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_27,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_28,gsm8k_6,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_29,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_30,gsm8k_14,0,0,0,1,1,0.04296875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_31,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_32,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_33,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_34,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_35,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_36,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_37,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_38,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_39,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_40,gsm8k_18,1,1,0,1,1,0.484375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_41,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_42,gsm8k_11,0,0,0,1,1,0.01953125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_43,gsm8k_7,1,1,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_44,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_45,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_46,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_47,gsm8k_15,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_48,gsm8k_2,0,0,0,1,1,0.0234375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_49,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_50,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_51,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_52,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_53,gsm8k_18,1,1,0,1,1,0.484375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_54,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_55,gsm8k_10,0,0,0,1,1,0.53515625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_56,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_57,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_58,gsm8k_17,0,0,0,1,1,0.03546099290780142,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_59,gsm8k_16,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_60,gsm8k_5,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_61,gsm8k_19,0,0,0,1,1,0.0546875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_62,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_63,gsm8k_9,1,1,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_64,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_65,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_66,gsm8k_0,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_67,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_68,gsm8k_3,1,1,0,1,1,0.25,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_69,gsm8k_4,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_70,gsm8k_14,0,0,0,1,1,0.04296875,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_71,gsm8k_8,0,0,0,1,1,0.015625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_72,gsm8k_12,1,1,0,1,1,0.03125,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_73,gsm8k_13,0,0,0,1,1,0.62890625,0.7,math_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,gsm8k_proj_74,gsm8k_1,0,0,0,1,1,0.02734375,0.7,math_reasoning
