model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_178,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_178
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_179,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_179
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_180,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_180
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_181,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_181
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_182,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_182
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_183,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_183
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_184,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_184
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_185,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_185
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_186,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_186
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_187,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_187
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_188,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_188
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_189,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_189
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_190,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_190
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_191,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_191
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_192,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_192
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_193,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_193
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_194,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_194
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_195,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_195
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_196,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_196
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_197,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_197
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_198,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_198
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_199,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_199
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_200,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_200
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_201,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_201
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_202,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_202
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_203,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_203
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_204,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_204
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_205,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_205
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_206,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_206
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_207,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_207
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_208,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_208
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_209,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_209
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_210,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_210
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_211,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_211
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_212,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_212
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_213,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_213
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_214,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_214
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_215,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_215
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_216,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_216
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_217,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_217
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_218,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_218
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_219,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_219
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_220,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_220
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_221,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_221
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_222,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_222
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_223,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_223
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_224,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_224
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_225,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_225
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_226,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_226
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_227,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_227
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_228,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_228
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_229,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_229
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_230,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_230
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_231,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_231
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_232,0,2014,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_232
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_233,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_233
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_234,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_234
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_235,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_235
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_236,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_236
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_237,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_237
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_238,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_238
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_239,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_239
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_240,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_240
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_241,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_241
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_242,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_242
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_243,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_243
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_244,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_244
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_245,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_245
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_246,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_246
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_247,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_247
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_248,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_248
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_249,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_249
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_250,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_250
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_251,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_251
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_252,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_252
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_253,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_253
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_254,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_254
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_255,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_255
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_256,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_256
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_257,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_257
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_258,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_258
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_259,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_259
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_260,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_260
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_261,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_261
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_262,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_262
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_263,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_263
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_264,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_264
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_265,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_265
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_266,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_266
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_267,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_267
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_268,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_268
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_269,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_269
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_270,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_270
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_271,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_271
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_272,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_272
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_273,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_273
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_274,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_274
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_275,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_275
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_276,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_276
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_277,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_277
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_278,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_278
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_279,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_279
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_280,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_280
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_281,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_281
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_282,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_282
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_283,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_283
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_284,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_284
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_285,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_285
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_286,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_286
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_287,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_287
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_288,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_288
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_289,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_289
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_290,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_290
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_291,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_291
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_292,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_292
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_293,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_293
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_294,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_294
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_295,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_295
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_296,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_296
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_297,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_297
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_298,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_298
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_299,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_299
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_300,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_300
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_301,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_301
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_302,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_302
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_303,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_303
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_304,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_304
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_305,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_305
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_306,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_306
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_307,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_307
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_308,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_308
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_309,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_309
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_310,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_310
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_311,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_311
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_312,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_312
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_313,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_313
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_314,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_314
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_315,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_315
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_316,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_316
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_317,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_317
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_318,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_318
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_319,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_319
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_320,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_320
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_321,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_321
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_322,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_322
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_323,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_323
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_324,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_324
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_325,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_325
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_326,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_326
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_327,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_327
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_328,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_328
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_329,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_329
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_330,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_330
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_331,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_331
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_332,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_332
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_333,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_333
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_334,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_334
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_335,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_335
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_336,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_336
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_337,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_337
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_338,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_338
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,T_050,temp,0,hellaswag_339,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.5,hellaswag_339
