model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_221,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_222,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_223,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_224,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_225,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_226,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_227,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_228,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_229,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_230,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_231,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_232,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_233,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_234,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_235,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_236,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_237,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_238,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_239,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_240,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_241,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_242,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_243,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_244,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_245,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_246,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_247,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_248,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_249,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_250,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_251,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_252,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_253,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_254,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_255,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_256,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_257,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_258,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_259,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_260,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_261,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_262,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_263,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_264,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_265,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_266,0,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_267,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_268,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_269,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_270,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_271,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_272,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_273,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_274,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_275,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_276,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_277,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_278,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_279,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_280,0,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_281,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_282,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_283,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_284,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_285,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_286,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_287,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_288,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_289,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_290,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_291,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_292,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_293,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_294,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_295,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_296,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_297,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_298,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_299,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_300,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_301,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_302,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_303,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_304,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_305,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_306,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_307,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_308,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_309,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_310,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_311,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_312,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_313,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_314,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_315,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_316,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_317,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_318,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_319,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_320,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_321,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_322,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_323,0,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_324,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_325,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_326,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_327,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_328,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_329,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_330,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_331,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_332,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_333,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_334,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_335,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_336,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_337,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_338,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_339,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_340,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_341,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_342,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_343,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_344,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_345,0,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_346,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_347,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_348,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_349,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_350,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_351,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_352,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_353,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_354,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_355,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_356,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_357,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_358,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_359,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_360,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_361,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_362,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_363,1,423,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_364,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_365,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_366,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_367,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_368,0,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_369,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_370,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_371,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_372,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_373,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_374,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_375,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_376,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_377,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_378,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_379,0,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_380,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_381,0,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_382,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_383,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_384,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_385,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_386,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_387,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_388,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_389,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_390,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_391,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_392,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_393,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_394,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_395,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_396,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_397,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_398,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_399,0,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_400,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_401,1,426,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_402,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_403,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_404,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_405,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_406,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_407,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_408,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_409,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_410,1,426,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_411,1,423,1,0.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_412,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,mmlu,C_080,spec,0,mmlu_413,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
